set_id,year,pieces,t1,descr
66410-1,2012,3,Ninjago,"Ninjago Super Pack 3 in 1 (9440, 9441, 9444)"
6641-1,1987,81,Town,4-Wheelin' Truck
66411-1,2012,3,Star Wars,Star Wars Super Pack 3 in 1 (9488 9489 9495)
66412-1,2012,2,Town,"City Super Pack 2 in 1 (7285, 7741)"
66414-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (2143, 2145)"
6642-1,1988,65,Town,Police Helicopter
66426-1,2012,3,Town,"City Super Pack 3 in 1 (4208, 4209, 4427)"
66427-1,2012,4,Town,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)"
66428-1,2012,4,Town,"City Super Pack 4 in 1 (4436, 7235, 7279, 7498)"
6643-1,1988,74,Town,Fire Truck
66431-1,2012,3,Star Wars,"Star Wars Super Pack 3 in 1 (7914, 9488, 9491)"
66432-1,2012,3,Star Wars,"Star Wars Super Pack 3 in 1 (9490, 9492, 9496)"
66433-1,2012,3,Technic,"Technic Super Pack 3 in 1 (8293, 9392, 9395)"
66434-1,2012,3,Friends,"Friends Super Pack 3 in 1 (3187, 3934, 3935)"
66435-1,2012,4,Friends,"Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)"
66436-1,2012,2,Town,"City Super Pack 2 in 1 (4436, 4437)"
66437-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (6216, 6293)"
6644-1,1990,72,Town,Road Rebel
66444-1,2012,3,Ninjago,"Ninjago Super Pack 3 in 1 (9441, 9442, 9591)"
66448-1,2013,3,Town,"City Super Pack 3 in 1 (60000, 60001, 60002)"
66449-1,2013,3,Star Wars,"Star Wars Super Pack 3 in 1 (75000, 75003, 75014)"
66450-1,2013,3,Legends of Chima,"Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)"
6645-1,1991,65,Town,Street Sweeper
66451-1,2012,4,Town,"City Super Pack 4 in 1 (4431, 4432, 4433, 4435)"
66452-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (6282, 6283)"
6646-1,1991,65,Town,Screaming Patriot
6647-1,1980,54,Town,Highway Repair
66479-1,2014,3,Star Wars,"Super Pack 3 in 1 (75015, 75035, 75043)"
6648-1,1992,61,Town,Mag Racer
6648-2,1980,42,Town,Dump Truck
6649-1,1995,63,Town,Street Sweeper
66491-1,2014,5,Legends of Chima,"Legends of Chima Super Pack 5 in 1 (70126, 70128, 70129, 70130, 70131)"
66492-1,2014,3,Town,"City Super Pack 3 in 1 (60041, 60042, 60046)"
66493-1,2014,4,Town,"City Super Pack 4 in 1 (60050, 60052, 7499, 7895)"
66495-1,2014,3,Star Wars,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)"
6650-1,1981,46,Town,Fire and Rescue Van
6651-1,1982,46,Town,Post Office Van
66512-1,2014,2,Star Wars,"Star Wars Super Pack 2 in 1 (75048, 75053)"
66514-1,2014,3,Star Wars,"Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)"
66515-1,2014,3,Star Wars,"Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)"
6652-1,1983,44,Town,Construction Truck
6653-1,1982,55,Town,Highway Emergency Van
6654-1,1983,52,Town,Motorcycle Transport
6655-1,1984,58,Town,Auto & Tire Repair
6656-1,1985,53,Town,Tow Truck
6657-1,1985,66,Town,Fire Patrol Copter
6658-1,1986,65,Town,Bulldozer
6659-1,1986,66,Town,TV Camera Crew
6660-1,1989,52,Town,Hook & Haul Wrecker
6661-1,1989,79,Town,Mobile TV Studio
6662-1,1992,87,Town,Backhoe
6663-1,1993,78,Town,Wave Rebel
6664-1,1993,71,Town,Chopper Cops
6665-1,1994,77,Town,River Runners
6666-1,1994,78,Town,Ambulance
6667-1,1993,97,Town,Pothole Patcher
6668-1,1992,108,Town,Recycle Truck
6669-1,1991,90,Town,Diesel Daredevil
6670-1,1993,114,Town,Rescue Rig
6671-1,1989,107,Town,Utility Repair Lift
6672-1,1990,67,Town,Safari Off-Road Vehicle
6673-1,1990,74,Town,Solo Trainer
6674-1,1988,94,Town,Crane Truck
6675-1,1988,81,Town,Road & Trail 4x4
6676-1,1986,99,Town,Mobile Command Unit
6677-1,1986,75,Town,Motocross Racing
6678-1,1980,61,Town,Pneumatic Crane
6679-1,1991,82,Town,Dark Shark
6679-2,1980,78,Town,Exxon Tow Truck
6680-1,1981,63,Town,Ambulance
6681-1,1981,81,Town,Police Van
6682-1,1985,91,Town,Cement Mixer
6683-1,1983,68,Town,Burger Stand
6684-1,1984,81,Town,Police Patrol Squad
6685-1,1982,98,Town,Fire Copter 1
6686-1,1984,88,Town,Backhoe
6687-1,1987,78,Town,Turbo Prop I
6688-1,1985,72,Town,Ambulance
6689-1,1985,54,Town,Post-Station
6690-1,1980,103,Town,Snorkel Pumper
6691-1,1981,107,Town,Red Cross Helicopter
6692-1,1983,96,Town,Tractor Trailer
6693-1,1987,114,Town,Refuse Collection Truck
6694-1,1984,109,Town,Car with Camper
6695-1,1984,106,Town,Shell Tanker
6696-1,1984,106,Town,Exxon Fuel Tanker
6697-1,1985,85,Town,Rescue-I Helicopter
6698-1,1986,129,Town,RV with Speedboat
6699-1,1987,73,Town,Cycle Fix-It Shop
670-1,1978,55,Town,Mobile Crane
6701-1,1983,36,Space,Minifig Pack
6702-1,1986,42,Space,Minifig Pack
6703-1,1988,42,Space,Minifig Pack
6704-1,1991,44,Space,Minifig Pack
6705-1,1994,39,Space,Space Explorers
6706-1,1997,26,Western,Frontier Patrol
6707-1,2000,25,Town,Green Buggy
6709-1,1997,16,Western,Tribal Chief
670F-1,2004,10,Racers,Wheels Pack
6710-1,1991,2,Space,Space Landing Pads
671-1,1978,73,Town,Shell Fuel Pumper
6711-1,1983,24,Space,Space Mini-Figs
6712-1,1996,28,Western,Sheriff's Showdown
6713-1,2000,283,Town,Grip 'n' Go Challenge
6714-1,2000,80,Town,Speed Dragster
6716-1,1996,65,Western,Covered Wagon
6718-1,1997,73,Western,Raindance Ridge
6719-1,2001,25,Dinosaurs,Brachiosaurus
671F-1,2004,13,Racers,Antenna Pack
6720-1,2001,23,Dinosaurs,Tyrannosaurus Rex
672-1,1978,62,Town,Fire Engine
6721-1,2001,26,Dinosaurs,Mosasaurus
6722-1,2001,19,Dinosaurs,Styracosaurus
673-1,1978,60,Town,Rally Repair Crew
6731-1,2002,13,Island Xtreme Stunts,Skateboarding Pepper
6732-1,2002,17,Island Xtreme Stunts,Brickster's Trike
6733-1,2002,19,Island Xtreme Stunts,Snap's Cruiser
6734-1,2002,54,Island Xtreme Stunts,Beach Cruiser
6735-1,2002,85,Island Xtreme Stunts,Air Chase
6736-1,2002,88,Island Xtreme Stunts,Beach Lookout
6737-1,2002,92,Island Xtreme Stunts,Wake Rider (Wave Catcher)
6738-1,2002,116,Island Xtreme Stunts,Skateboard Challenge
6739-1,2002,198,Island Xtreme Stunts,Truck and Stunt Trikes
673F-1,2004,6,Racers,Gearbox Pack
6740-1,2002,332,Island Xtreme Stunts,Tower
674-1,1978,55,Town,Forklift & Truck
6741-1,2009,63,Creator,Mini Jet
6742-1,2009,64,Creator,Mini Off-Roader
6743-1,2009,165,Creator,Street Speeder
6745-1,2009,247,Creator,Propellor Power
6746-1,1997,135,Western,Chief's Tepee
6747-1,2009,266,Creator,Race Rider
6748-1,1997,256,Western,Boulder Cliff Canyon
6750-1,1985,110,Space,Sonic Robot
675-1,1979,64,Town,Snack Bar
6751-1,2009,479,Creator,Fiery Legend
6752-1,2009,771,Creator,Fire Truck
6753-1,2009,1294,Creator,Highway Transport
6754-1,2009,976,Creator,Family Home
6755-1,1996,177,Western,Sheriff's Lock-Up
6758-1,2012,18,Duplo,Read & Build Grow Caterpillar Grow
6759-1,2012,16,Duplo,Read & Build Busy Farm
6760-1,2012,13,Duplo,Read & Build Let's Go Vroom
6761-1,1996,249,Western,Bandit's Secret Hide-Out
6762-1,2002,687,Western,Fort Legoredo
6763-1,2002,354,Western,Rapid River Village
6764-1,2002,176,Western,Sheriff's Lock-Up
6765-1,1996,351,Western,Gold City Junction
6766-1,1997,354,Western,Rapid River Village
6769-1,1996,687,Western,Fort Legoredo
6770-1,1988,117,Space,Lunar Transporter Patroller
677-1,1979,48,Castle,Knight's Procession
6771-1,2001,29,Alpha Team,Ogel Command Striker
6772-1,2001,56,Alpha Team,Alpha Team Cruiser
6773-1,2001,78,Alpha Team,Alpha Team Helicopter
6774-1,2001,134,Alpha Team,Alpha Team ATV
6775-1,2001,191,Alpha Team,Alpha Team Bomb Squad
6776-1,2001,414,Alpha Team,Ogel Control Center
6780-1,1987,199,Space,XT Starship
6781-1,1989,230,Space,SP-Striker
6783-1,1986,348,Space,Sonar Transmitting Cruiser
6784-1,2012,26,Duplo,Creative Sorter
6785-1,2012,56,Duplo,Creative Cakes
6790-1,1997,20,Western,Bandit's Wheelgun (Boxed)
6791-1,1997,20,Western,Bandit's Wheelgun
6799-1,1997,74,Western,Showdown Canyon
6800-1,1997,20,Space,Cyber Blaster
680-1,1971,61,Legoland,Low-Loader and Crane
6801-1,1981,22,Space,Moon Buggy
6802-1,1986,26,Space,Space Probe
6803-1,1983,25,Space,Space Patrol
6804-1,1984,21,Space,Surface Rover
6805-1,1985,29,Space,Astro Dasher
6806-1,1985,23,Space,Surface Hopper
6807-1,1985,24,Space,Space Sledge with Astronaut and Robot
6808-1,1987,29,Space,Galaxy Trekkor
6809-1,1988,37,Space,XT-5 and Droid
6810-1,1989,41,Space,Laser Ranger
681-1,1971,63,Legoland,Low-Loader with 4 Wheel Excavator
6811-1,1990,26,Space,Pulsar Charger
6812-1,1991,25,Space,Grid Trekkor
6813-1,1993,24,Space,Galactic Chief
6814-1,1993,25,Space,Ice Tunnelator
6815-1,1996,27,Space,Hovertron
6816-1,1997,20,Space,Cyber Blaster
6817-1,1998,32,Space,Beta Buzzer
6818-1,1997,36,Space,Cyborg Scout
6820-1,1986,34,Space,Starfire I
682-1,1971,57,Legoland,Low-Loader and Tractor
6821-1,1980,28,Space,Shovel Buggy
6822-1,1981,33,Space,Space Digger
6823-1,1983,27,Space,Surface Transport
6824-1,1984,48,Space,Space Dart I
6825-1,1985,40,Space,Cosmic Comet
6826-1,1985,32,Space,Crater Crawler
6827-1,1987,35,Space,Strata Scooter
6828-1,1988,57,Space,Twin-Winged Spoiler
6829-1,1997,53,Space,Radon Rover
6830-1,1988,51,Space,Space Patroller
683-1,1971,58,Factory,Articulated Lorry
6831-1,1989,34,Space,Message Decoder
6832-1,1991,42,Space,Super Nova II
6833-1,1990,40,Space,Beacon Tracer
6834-1,1993,55,Space,Celestial Sled
6835-1,1994,47,Space,Saucer Scout
6836-1,1997,40,Space,V-Wing Fighter
6837-1,1998,57,Space,Cosmic Creeper
684-1,1972,53,Legoland,Low-Loader with Fork Lift Truck
6841-1,1980,44,Space,Mineral Detector
6842-1,1981,46,Space,Shuttle Craft
6844-1,1983,46,Space,Seismologic Vehicle (Sismobile)
6845-1,1986,51,Space,Cosmic Charger
6846-1,1984,69,Space,Tri-Star Voyager
6847-1,1985,49,Space,Space Dozer
6848-1,1988,62,Space,Strategic Pursuer
6848-2,1985,54,Space,Interplanetary Shuttle
6848-3,1988,62,Space,Strategic Pursuer
6849-1,1987,47,Space,Satellite Patroller
6850-1,1989,46,Space,Auxiliary Patroller
685-1,1972,50,Factory,Truck with Trailer
6851-1,1991,38,Space,Tri-Wheeled Tyrax
685-2,1972,50,Factory,Truck with Trailer (without Stickers)
6852-1,1993,61,Space,Sonar Security
6854-1,1996,52,Space,Alien Fossilizer
6856-1,1996,78,Space,Planetary Decoder
6857-1,2012,378,Super Heroes,The Dynamic Duo Funhouse Escape
6858-1,2012,89,Super Heroes,Catwoman Catcycle City Chase
6860-1,2012,689,Super Heroes,The Batcave
686-1,1973,70,Legoland,Tipper Trucks and Loader
6861-1,1980,55,Space,X1 Patrol Craft
6862-1,1991,254,Space,Secret Space Voyager
6862-2,2012,208,Super Heroes,Superman vs Power Armour Lex
6863-1,2012,277,Super Heroes,Batwing Battle Over Gotham City
6864-1,2012,528,Super Heroes,Batmobile and the Two-Face Chase
6865-1,2012,71,Super Heroes,Captain America&#039;s Avenging Cycle
6866-1,2012,199,Super Heroes,Wolverine&#039;s Chopper Showdown
6867-1,2012,180,Super Heroes,Loki&#039;s Cosmic Cube Escape
6868-1,2012,385,Super Heroes,Hulk&#039;s Helicarrier Breakout
6869-1,2012,748,Super Heroes,Quinjet Aerial Battle
6870-1,1981,60,Space,Space Probe Launcher
687-1,1973,48,Legoland,Caravelle Plane
6871-1,1984,71,Space,Star Patrol Launcher
6872-1,1986,76,Space,Xenon X-Craft
6873-1,2012,295,Super Heroes,Spider-Man&#039;s Doc Ock Ambush
6874-1,1986,66,Space,Moon Rover
6875-1,1988,93,Space,Hovercraft
6876-1,1988,92,Space,Alienator
6877-1,1990,62,Space,Vector Detector
6878-1,1991,75,Space,Sub Orbital Guardian
6879-1,1993,83,Space,Blizzard Baron
6880-1,1982,83,Space,Surface Explorer
688-1,1973,63,Legoland,Shell Tank Truck
6881-1,1984,98,Space,Lunar Rocket Launcher
6882-1,1985,102,Space,Walking Astro Grappler
6883-1,1987,109,Space,Terrestrial Rover
6884-1,1987,107,Space,Aero Module
6885-1,1988,101,Space,Saturn Base Main Team (Crater Crawler)
6886-1,1989,121,Space,Galactic Peace Keeper
6887-1,1991,100,Space,Allied Avenger
6889-1,1994,136,Space,Recon Robot
6890-1,1982,115,Space,Cosmic Cruiser
689-1,1974,46,Legoland,Truck & Shovel
6891-1,1985,135,Space,Gamma V Laser Craft
6892-1,1986,150,Space,Modular Space Transport
6893-1,1987,162,Space,Orion II Hyperspace
6894-1,1987,159,Space,Invader
6895-1,1989,152,Space,Spy-Trak 1
6896-1,1990,92,Space,Celestial Forager
6897-1,1992,146,Space,Rebel Hunter
6898-1,1993,136,Space,Ice-Sat V
6899-1,1996,150,Space,Nebula Outpost
6900-1,1997,112,Space,Cyber Saucer
690-1,1974,73,Legoland,Shell Station
6901-1,1980,139,Space,Mobile Lab
6901-2,1998,20,Space,Space Plane
6902-1,1998,20,Space,Space Plane
6903-1,1998,24,Space,Bug Blaster
6905-1,1998,112,Space,Bi-Wing Blaster
6907-1,1998,95,Space,Sonic Stinger
6909-1,1998,96,Space,Sonic Stinger with Promotional Mask
6910-1,2012,68,Creator,Mini Sports Car
691-1,1974,62,Legoland,Rescue Helicopter
6911-1,2012,69,Creator,Mini Fire Truck
6912-1,2012,130,Creator,Super Soarer
6913-1,2012,152,Creator,Blue Roadster
6914-1,2012,191,Creator,T-Rex
6915-1,1997,234,Space,Warp Wing Fighter
6918-1,2011,111,Castle,Blacksmith Attack
6919-1,1998,248,Space,Planetary Prowler
692-1,1975,59,Legoland,Road Repair Crew
6921-1,1988,46,Space,Monorail Accessory Track
6923-1,1990,192,Space,Particle Ionizer
6925-1,1988,211,Space,Interplanetary Rover
6926-1,1986,150,Space,Mobile Recovery Vehicle
6927-1,1981,173,Space,All-Terrain Vehicle
6928-1,1984,201,Space,Uranium Search Vehicle
6929-1,1981,246,Space,Star Fleet Voyager
6930-1,1983,206,Space,Space Supply Station
693-1,1975,58,Legoland,Fire Engine with Firemen
6931-1,1985,227,Space,FX Star Patroller
6932-1,1987,251,Space,Stardefender 200
6933-1,1991,212,Space,Spectral Starguider
6934-1,2006,16,Bionicle,BIONICLE Good Guy Polybag (Disney Promotional Sweden)
6935-1,2006,16,Bionicle,BIONICLE Bad Guy (Disney Promotional Sweden)
6936-1,2007,20,Bionicle,Piraka & Catapult
6937-1,2006,2,Bionicle,Give Away
6938-1,1996,196,Space,Scorpion Detector
6939-1,1994,222,Space,Saucer Centurion
6940-1,1986,268,Space,Alien Moon Stalker
694-1,1975,64,Factory,Transport Truck
6941-1,1987,284,Space,Battrax
6942-1,1999,20,Space,Zo Weevil
6943-1,1999,20,Space,Zo Weevil
6944-1,2007,20,Bionicle,Good Guy 07
6945-1,2007,25,Bionicle,Bad Guy
6946-1,2007,23,Bionicle,Squid Launcher Function
6949-1,1994,366,Space,Robo-Guardian
6950-1,1982,210,Space,Mobile Rocket Transport
695-1,1976,67,Factory,Racing Car
6951-1,1984,295,Space,Robot Command Center
6952-1,1985,304,Space,Solar Power Transporter
6953-1,1987,211,Space,Cosmic Laser Launcher
6954-1,1987,315,Space,Renegade
6955-1,1989,253,Space,Space Lock-Up Isolation Base
6956-1,1990,233,Space,Stellar Recon Voyager
6957-1,1992,253,Space,Solar Snooper
6958-1,1996,268,Space,Android Base
6959-1,1994,287,Space,Lunar Launch Site
696-1,1976,80,Factory,Bus Stop
6963-1,2004,41,Star Wars,X-wing Fighter - Mini (Kabaya Box)
6963-2,2004,41,Star Wars,X-wing Fighter - Mini (Polybag)
6964-1,2004,25,Star Wars,Boba Fett&#039;s Slave I - Mini (Kabaya Box)
6964-2,2004,25,Star Wars,Boba Fett's Slave I - Mini (Polybag)
6965-1,2004,32,Star Wars,TIE Interceptor - Mini (Kabaya Box)
6965-2,2005,32,Star Wars,TIE Interceptor - Mini (Polybag)
6966-1,2005,38,Star Wars,Jedi Starfighter - Mini
6966-2,2005,38,Star Wars,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries
6967-1,2005,42,Star Wars,ARC-170 Starfighter - Mini
6967-2,2005,42,Star Wars,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries
6968-1,2005,48,Star Wars,Mini Wookiee Attack
6969-1,1998,253,Space,Celestial Stinger
6970-1,1980,267,Space,Beta I Command Base
697-1,1976,90,Factory,Stagecoach
6971-1,1984,329,Space,Inter-Galactic Command Base
697-2,1997,2,Books,Idea Book 697
6972-1,1987,390,Space,Polaris I Space Lab
6973-1,1993,417,Space,Deep Freeze Defender
6975-1,1997,370,Space,Alien Avenger
6977-1,1998,434,Space,Arachnoid Star Base
6979-1,1997,291,Space,Interstellar Starfighter
6980-1,1983,443,Space,Galaxy Commander
698-1,1977,45,Legoland,JAL Boeing 727
6981-1,1991,267,Space,Aerial Intruder
6982-1,1996,658,Space,Explorien Starship
6983-1,1993,345,Space,Ice Station Odyssey
6984-1,1992,406,Space,Galactic Mediator
6985-1,1986,413,Space,Cosmic Fleet Voyager
6986-1,1989,478,Space,Mission Commander
6987-1,1988,577,Space,Message Intercept Base
6987-2,1988,575,Space,Message Intercept Base
6988-1,1991,406,Space,Alpha Centauri Outpost
6989-1,1990,509,Space,Mega Core Magnetizer
6990-1,1988,731,Space,Monorail Transport System
699-1,1977,129,Factory,Photo Safari
6991-1,1994,572,Space,Monorail Transport Base
6999-1,1997,113,Space,Cyber Saucer
70000-1,2013,108,Legends of Chima,Razcal's Glider
700.0-1,1957,244,Classic,Gift Package
7000-1,2001,37,Dinosaurs,Baby Ankylosaurus
70001-1,2013,136,Legends of Chima,Crawley’s Claw Ripper
70002-1,2013,229,Legends of Chima,Lennox' Lion Attack
70003-1,2013,345,Legends of Chima,Eris' Eagle Interceptor
70004-1,2013,293,Legends of Chima,Wakz' Pack Tracker
70005-1,2013,416,Legends of Chima,Laval's Royal Fighter
70006-1,2013,607,Legends of Chima,Cragger's Command Ship
70007-1,2013,224,Legends of Chima,Eglor&#39;s Twin Bike
70008-1,2013,503,Legends of Chima,Gorzan&#39;s Gorilla Striker
70009-1,2013,655,Legends of Chima,Worriz&#39;s Combat Lair
700-1,1966,6,Classic,10 x 20 Brickplate
70010-1,2013,1257,Legends of Chima,The Lion CHI Temple
7001-1,2001,23,Dinosaurs,Baby Iguanodon
700.1.1-1,1950,10,Classic,Individual 2 x 4 Bricks
70011-1,2013,372,Legends of Chima,Eagles’ Castle
700.1-2,1957,0,Classic,Gift Package
700.1.2-1,1950,9,Classic,Individual 2 x 2 Bricks
70012-1,1985,20,Service Packs,Rubber Bands
70012-2,2013,411,Legends of Chima,Razar’s CHI Raider
70013-1,2013,340,Legends of Chima,Equila's Ultra Striker
700.1.4-1,1953,1,Classic,Individual 1 x 2 Bricks
70014-1,2013,645,Legends of Chima,The Croc Swamp Hideout
700.16-1,1954,5,Classic,Individual 2 x 8 Bricks
700.20-1,1954,5,Classic,Individual 2 x 10 Bricks
7002-1,2001,31,Dinosaurs,Baby Brachiosaurus
700.2-2,1957,0,Classic,Gift Package
700.24-1,1954,5,Classic,Individual 2 x 12 Bricks
700.28-1,1954,5,Classic,Individual 2 x 14 Bricks
7003-1,2001,20,Dinosaurs,Baby Dimetrodon
700.3.4-1,1953,5,Classic,Individual 2 x 3 Bricks
700.3A-2,1957,0,Classic,Gift Package
700.5-1,1954,54,Classic,Gift Package (Lego Mursten)
700.6-1,1954,46,Classic,Gift Package (Lego Mursten)
700.6-2,1957,46,Classic,Gift Package
7009-1,2007,51,Castle,The Final Joust
700.A-1,1950,24,Classic,Automatic Binding Bricks Small Brick Set (Lego Mursten)
700.B-1,1953,12,Classic,Early LEGO Windows/Doors (without Glass)
700.B.1-1,1950,7,Classic,Individual 1 x 4 x 2 Window (without glass)
700.B.2-1,1950,7,Classic,Individual 1 x 2 x 3 Window (without glass)
700.B.3-1,1950,7,Classic,Individual 1 x 2 x 2 Window (without glass)
700.B.4-1,1950,7,Classic,Individual 1 x 2 x 4 Door (without glass)
700.C-1,1954,24,Classic,Tall Classic Windows/Door (with Glass)
700.C.1-1,1954,4,Classic,Individual 1 x 6 x 4 Panorama Window (with glass)
700.C.2-1,1954,4,Classic,Individual 1 x 6 x 3 3-Pane Window (with glass)
700.C.3-1,1954,4,Classic,Individual 1 x 6 x 3 Shutter Window (with glass)
700.C.4-1,1954,4,Classic,Individual 1 x 4 x 3 Window (with glass)
700.C.5-1,1954,4,Classic,Individual 1 x 3 x 3 Window (with glass)
700.C.6-1,1954,4,Classic,Individual 1 x 2 x 4 Door (with glass)
700.F-1,1953,48,Classic,Automatic Binding Bricks - Small Brick Set (Lego Mursten)
700.H-1,1954,5,Classic,Individual 4 x 4 Corner Bricks
700K-1,1960,476,Educational and Dacta,Kindergarten LEGO Set
700L-1,1961,1,Educational and Dacta,Empty Kindergarten LEGO Box
70100-1,2013,78,Legends of Chima,Ring of Fire
70101-1,2013,101,Legends of Chima,Target Practice
70102-1,2013,106,Legends of Chima,CHI Waterfall
70103-1,2013,93,Legends of Chima,Boulder Bowling
70104-1,2013,81,Legends of Chima,Jungle Gates
70105-1,2013,97,Legends of Chima,Nest Dive
70106-1,2013,101,Legends of Chima,Ice Tower
70107-1,2013,97,Legends of Chima,Skunk Attack
70108-1,2013,100,Legends of Chima,Royal Roost
70109-1,2013,77,Legends of Chima,Whirling Vines
701-1,1984,3,Service Packs,Hinges
70110-1,2013,86,Legends of Chima,Tower Target
70111-1,2013,86,Legends of Chima,Swamp Jump
70112-1,2013,100,Legends of Chima,Croc Chomp
70113-1,2013,92,Legends of Chima,CHI Battles
70114-1,2013,117,Legends of Chima,Sky Joust
70115-1,2013,236,Legends of Chima,Ultimate Speedor Tournament
70123-1,2014,119,Legends of Chima,Lion Legend Beast
70124-1,2014,103,Legends of Chima,Eagle Legend Beast
70125-1,2014,107,Legends of Chima,Gorilla Legend Beast
70126-1,2014,120,Legends of Chima,Crocodile Legend Beast
70127-1,2014,109,Legends of Chima,Wolf Legend Beast
70128-1,2014,145,Legends of Chima,Braptor's Wing Striker
70129-1,2014,182,Legends of Chima,Lavertus' Twin Blade
701-3,1986,6,Service Packs,Hinges
70130-1,2014,291,Legends of Chima,Sparratus' Spider Stalker
70131-1,2014,256,Legends of Chima,Rogon's Rock Flinger
70132-1,2014,433,Legends of Chima,Scorm's Scorpion Stinger
70133-1,2014,406,Legends of Chima,Spinlyn's Cavern
70134-1,2014,681,Legends of Chima,Lavertus' Outland Base
70135-1,2014,379,Legends of Chima,Cragger's Fire Striker
70136-1,2014,115,Legends of Chima,Banana Bash
70137-1,2014,91,Legends of Chima,Bat Strike
70138-1,2014,69,Legends of Chima,Web Dash
70139-1,2014,106,Legends of Chima,Sky Launch
70140-1,2014,75,Legends of Chima,Stinger Duel
70141-1,2014,216,Legends of Chima,Vardy's Ice Vulture Glider
70142-1,2014,329,Legends of Chima,Eris' Fire Eagle Flyer
70143-1,2014,414,Legends of Chima,Sir Fangar's Sabre-Tooth Walker
70144-1,2014,447,Legends of Chima,Laval's Fire Lion
70145-1,2014,598,Legends of Chima,Maula's Ice Mammoth Stomper
70146-1,2014,1299,Legends of Chima,Flying Phoenix Fire Temple
70147-1,2014,669,Legends of Chima,Sir Fangar's Ice Fortress
70149-1,2014,72,Legends of Chima,Scorching Blades
70150-1,2014,69,Legends of Chima,Flaming Claws
7015-1,2005,76,Vikings,Viking Warrior challenges the Fenris Wolf
70151-1,2014,72,Legends of Chima,Frozen Spikes
70155-1,2014,69,Legends of Chima,Inferno Pit
70156-1,2014,92,Legends of Chima,Fire vs. Ice
70160-1,2014,88,Agents,Riverside Raid
7016-1,2005,111,Vikings,Viking Boat against the Wyvern Dragon
70161-1,2014,240,Agents,Tremor Track Infiltration
70162-1,2014,300,Agents,Infearno Interception
70163-1,2014,428,Agents,Toxikita's Toxic Meltdown
70164-1,2014,586,Agents,Hurricane Heist
70165-1,2014,1057,Agents,Ultra Agents Mission HQ
70166-1,2015,108,Agents,Spyclops Infiltration
70167-1,2015,236,Agents,Invizable Gold Getaway
70168-1,2015,311,Agents,Drillex Diamond Job
70169-1,2015,473,Agents,4x4 Agent Patrol
70170-1,2015,611,Agents,UltraCopter vs. AntiMatter
7017-1,2005,224,Vikings,Viking Catapult versus the Nidhogg Dragon
7018-1,2005,584,Vikings,Viking Ship challenges the Midgard Serpent
7019-1,2005,1040,Vikings,Viking Fortress against the Fafnir Dragon
70200-1,2013,55,Legends of Chima,CHI Laval
7020-1,2006,270,Vikings,Army of Vikings with Heavy Artillery Wagon
70201-1,2013,67,Legends of Chima,CHI Eris
70202-1,2013,58,Legends of Chima,CHI Gorzan
70203-1,2013,65,Legends of Chima,CHI Cragger
70204-1,2013,55,Legends of Chima,CHI Worriz
70205-1,2013,68,Legends of Chima,CHI Razar
70206-1,2014,49,Legends of Chima,CHI Laval
70207-1,2014,58,Legends of Chima,CHI Cragger
70208-1,2014,59,Legends of Chima,CHI Panthar
70209-1,2014,64,Legends of Chima,CHI Mungus
702-1,1969,25,Train,12V Motor with Accessories Pack
70210-1,2014,68,Legends of Chima,CHI Vardy
7021-1,2006,486,Vikings,Viking Double Catapult versus the Armored Ofnir Dragon
70211-1,2014,91,Legends of Chima,CHI Fluminox
70212-1,2014,97,Legends of Chima,CHI Sir Fangar
70220-1,2015,160,Legends of Chima,Strainor's Saber Cycle
70221-1,2015,172,Legends of Chima,Flinx's Ultimate Phoenix
70222-1,2015,310,Legends of Chima,Tormak's Shadow Blazer
70223-1,2015,628,Legends of Chima,Icebite's Claw Driller
70224-1,2015,710,Legends of Chima,Tiger's Mobile Command
70228-1,2015,479,Legends of Chima,Vultrix's Sky Scavenger
70229-1,2015,78,Legends of Chima,Lion Tribe Pack
702-3,1984,2,Service Packs,Motor Wires
70230-1,2015,75,Legends of Chima,Ice Bear Tribe Pack
70231-1,2015,72,Legends of Chima,Crocodile Tribe Pack
70232-1,2015,74,Legends of Chima,Sabre Tooth Tiger Pack
7029-1,2007,629,Castle,Skeleton Ship Attack
7030-1,2003,51,Town,Squad Car
703-1,1969,1,Train,12V Replacement Electric Motor
7031-1,2003,87,Town,Helicopter
7032-1,2003,153,Town,Highway Patrol & Undercover Van
703-3,1984,1,Service Packs,Battery Box
7033-1,2003,179,Town,Armored Car Action
7034-1,2003,260,Town,Surveillance Truck
7035-1,2003,422,Town,Police HQ
7036-1,2008,534,Castle,Dwarves' Mine
7037-1,2008,364,Castle,Tower Raid
7038-1,2008,161,Castle,Troll Assault Wagon
70400-1,2013,90,Castle,Forest Ambush
